"DATE","TIME PERIOD","Euro/Romanian leu (EXR.D.RON.EUR.SP00.A)"
"2020-02-17","17 Feb 2020","4.7768"
"2020-02-18","18 Feb 2020","4.7823"
"2020-02-19","19 Feb 2020","4.7792"
"2020-02-20","20 Feb 2020","4.7979"
"2020-02-21","21 Feb 2020","4.8040"
"2020-02-24","24 Feb 2020","4.8063"
"2020-02-25","25 Feb 2020","4.8098"
"2020-02-26","26 Feb 2020","4.8050"
"2020-02-27","27 Feb 2020","4.8100"
"2020-02-28","28 Feb 2020","4.8130"
"2020-03-02","02 Mar 2020","4.8106"
"2020-03-03","03 Mar 2020","4.8087"
"2020-03-04","04 Mar 2020","4.8073"
"2020-03-05","05 Mar 2020","4.8110"
"2020-03-06","06 Mar 2020","4.8110"
"2020-03-09","09 Mar 2020","4.8175"
"2020-03-10","10 Mar 2020","4.8178"
"2020-03-11","11 Mar 2020","4.8213"
"2020-03-12","12 Mar 2020","4.8213"
"2020-03-13","13 Mar 2020","4.8213"
"2020-03-16","16 Mar 2020","4.8343"
"2020-03-17","17 Mar 2020","4.8418"
"2020-03-18","18 Mar 2020","4.8450"
"2020-03-19","19 Mar 2020","4.8445"
"2020-03-20","20 Mar 2020","4.8505"
"2020-03-23","23 Mar 2020","4.8481"
"2020-03-24","24 Mar 2020","4.8357"
"2020-03-25","25 Mar 2020","4.8446"
"2020-03-26","26 Mar 2020","4.8335"
"2020-03-27","27 Mar 2020","4.8375"
"2020-03-30","30 Mar 2020","4.8278"
"2020-03-31","31 Mar 2020","4.8283"
"2020-04-01","01 Apr 2020","4.8340"
"2020-04-02","02 Apr 2020","4.8320"
"2020-04-03","03 Apr 2020","4.8307"
"2020-04-06","06 Apr 2020","4.8335"
"2020-04-07","07 Apr 2020","4.8315"
"2020-04-08","08 Apr 2020","4.8365"
"2020-04-09","09 Apr 2020","4.8330"
"2020-04-14","14 Apr 2020","4.8343"
"2020-04-15","15 Apr 2020","4.8378"
"2020-04-16","16 Apr 2020","4.8373"
"2020-04-17","17 Apr 2020","4.8356"
"2020-04-20","20 Apr 2020","4.8377"
"2020-04-21","21 Apr 2020","4.8373"
"2020-04-22","22 Apr 2020","4.8391"
"2020-04-23","23 Apr 2020","4.8425"
"2020-04-24","24 Apr 2020","4.8419"
"2020-04-27","27 Apr 2020","4.8370"
"2020-04-28","28 Apr 2020","4.8445"
"2020-04-29","29 Apr 2020","4.8435"
"2020-04-30","30 Apr 2020","4.8431"
"2020-05-04","04 May 2020","4.8368"
"2020-05-05","05 May 2020","4.8260"
"2020-05-06","06 May 2020","4.8233"
"2020-05-07","07 May 2020","4.8235"
"2020-05-08","08 May 2020","4.8280"
"2020-05-11","11 May 2020","4.8303"
"2020-05-12","12 May 2020","4.8301"
"2020-05-13","13 May 2020","4.8353"
"2020-05-14","14 May 2020","4.8375"
"2020-05-15","15 May 2020","4.8400"
"2020-05-18","18 May 2020","4.8388"
"2020-05-19","19 May 2020","4.8428"
"2020-05-20","20 May 2020","4.8420"
"2020-05-21","21 May 2020","4.8423"
"2020-05-22","22 May 2020","4.8435"
"2020-05-25","25 May 2020","4.8420"
"2020-05-26","26 May 2020","4.8440"
"2020-05-27","27 May 2020","4.8433"
"2020-05-28","28 May 2020","4.8435"
"2020-05-29","29 May 2020","4.8493"
"2020-06-01","01 Jun 2020","4.8437"
"2020-06-02","02 Jun 2020","4.8423"
"2020-06-03","03 Jun 2020","4.8393"
"2020-06-04","04 Jun 2020","4.8373"
"2020-06-05","05 Jun 2020","4.8382"
"2020-06-08","08 Jun 2020","4.8359"
"2020-06-09","09 Jun 2020","4.8365"
"2020-06-10","10 Jun 2020","4.8349"
"2020-06-11","11 Jun 2020","4.8345"
"2020-06-12","12 Jun 2020","4.8343"
"2020-06-15","15 Jun 2020","4.8335"
"2020-06-16","16 Jun 2020","4.8359"
"2020-06-17","17 Jun 2020","4.8355"
"2020-06-18","18 Jun 2020","4.8393"
"2020-06-19","19 Jun 2020","4.8428"
"2020-06-22","22 Jun 2020","4.8422"
"2020-06-23","23 Jun 2020","4.8438"
"2020-06-24","24 Jun 2020","4.8433"
"2020-06-25","25 Jun 2020","4.8420"
"2020-06-26","26 Jun 2020","4.8426"
"2020-06-29","29 Jun 2020","4.8440"
"2020-06-30","30 Jun 2020","4.8397"
"2020-07-01","01 Jul 2020","4.8366"
"2020-07-02","02 Jul 2020","4.8355"
"2020-07-03","03 Jul 2020","4.8370"
"2020-07-06","06 Jul 2020","4.8375"
"2020-07-07","07 Jul 2020","4.8393"
"2020-07-08","08 Jul 2020","4.8408"
"2020-07-09","09 Jul 2020","4.8408"
"2020-07-10","10 Jul 2020","4.8428"
"2020-07-13","13 Jul 2020","4.8443"
"2020-07-14","14 Jul 2020","4.8435"
"2020-07-15","15 Jul 2020","4.8439"
"2020-07-16","16 Jul 2020","4.8433"
"2020-07-17","17 Jul 2020","4.8422"
"2020-07-20","20 Jul 2020","4.8418"
"2020-07-21","21 Jul 2020","4.8392"
"2020-07-22","22 Jul 2020","4.8413"
"2020-07-23","23 Jul 2020","4.8355"
"2020-07-24","24 Jul 2020","4.8325"
"2020-07-27","27 Jul 2020","4.8303"
"2020-07-28","28 Jul 2020","4.8355"
"2020-07-29","29 Jul 2020","4.8345"
"2020-07-30","30 Jul 2020","4.8318"
"2020-07-31","31 Jul 2020","4.8315"
"2020-08-03","03 Aug 2020","4.8355"
"2020-08-04","04 Aug 2020","4.8358"
"2020-08-05","05 Aug 2020","4.8345"
"2020-08-06","06 Aug 2020","4.8360"
"2020-08-07","07 Aug 2020","4.8374"
"2020-08-10","10 Aug 2020","4.8360"
"2020-08-11","11 Aug 2020","4.8355"
"2020-08-12","12 Aug 2020","4.8356"
"2020-08-13","13 Aug 2020","4.8348"
"2020-08-14","14 Aug 2020","4.8360"
"2020-08-17","17 Aug 2020","4.8343"
"2020-08-18","18 Aug 2020","4.8355"
"2020-08-19","19 Aug 2020","4.8403"
"2020-08-20","20 Aug 2020","4.8391"
"2020-08-21","21 Aug 2020","4.8405"
"2020-08-24","24 Aug 2020","4.8400"
"2020-08-25","25 Aug 2020","4.8403"
"2020-08-26","26 Aug 2020","4.8419"
"2020-08-27","27 Aug 2020","4.8415"
"2020-08-28","28 Aug 2020","4.8395"
"2020-08-31","31 Aug 2020","4.8398"
"2020-09-01","01 Sep 2020","4.8398"
"2020-09-02","02 Sep 2020","4.8423"
"2020-09-03","03 Sep 2020","4.8473"
"2020-09-04","04 Sep 2020","4.8528"
"2020-09-07","07 Sep 2020","4.8555"
"2020-09-08","08 Sep 2020","4.8595"
"2020-09-09","09 Sep 2020","4.8588"
"2020-09-10","10 Sep 2020","4.8579"
"2020-09-11","11 Sep 2020","4.8584"
"2020-09-14","14 Sep 2020","4.8580"
"2020-09-15","15 Sep 2020","4.8578"
"2020-09-16","16 Sep 2020","4.8590"
"2020-09-17","17 Sep 2020","4.8600"
"2020-09-18","18 Sep 2020","4.8580"
"2020-09-21","21 Sep 2020","4.8600"
"2020-09-22","22 Sep 2020","4.8613"
"2020-09-23","23 Sep 2020","4.8686"
"2020-09-24","24 Sep 2020","4.8755"
"2020-09-25","25 Sep 2020","4.8753"
"2020-09-28","28 Sep 2020","4.8743"
"2020-09-29","29 Sep 2020","4.8721"
"2020-09-30","30 Sep 2020","4.8725"
"2020-10-01","01 Oct 2020","4.8740"
"2020-10-02","02 Oct 2020","4.8715"
"2020-10-05","05 Oct 2020","4.8740"
"2020-10-06","06 Oct 2020","4.8760"
"2020-10-07","07 Oct 2020","4.8748"
"2020-10-08","08 Oct 2020","4.8758"
"2020-10-09","09 Oct 2020","4.8715"
"2020-10-12","12 Oct 2020","4.8727"
"2020-10-13","13 Oct 2020","4.8750"
"2020-10-14","14 Oct 2020","4.8738"
"2020-10-15","15 Oct 2020","4.8765"
"2020-10-16","16 Oct 2020","4.8763"
"2020-10-19","19 Oct 2020","4.8768"
"2020-10-20","20 Oct 2020","4.8761"
"2020-10-21","21 Oct 2020","4.8758"
"2020-10-22","22 Oct 2020","4.8740"
"2020-10-23","23 Oct 2020","4.8740"
"2020-10-26","26 Oct 2020","4.8748"
"2020-10-27","27 Oct 2020","4.8765"
"2020-10-28","28 Oct 2020","4.8768"
"2020-10-29","29 Oct 2020","4.8751"
"2020-10-30","30 Oct 2020","4.8725"
"2020-11-02","02 Nov 2020","4.8674"
"2020-11-03","03 Nov 2020","4.8675"
"2020-11-04","04 Nov 2020","4.8675"
"2020-11-05","05 Nov 2020","4.8648"
"2020-11-06","06 Nov 2020","4.8670"
"2020-11-09","09 Nov 2020","4.8655"
"2020-11-10","10 Nov 2020","4.8667"
"2020-11-11","11 Nov 2020","4.8672"
"2020-11-12","12 Nov 2020","4.8683"
"2020-11-13","13 Nov 2020","4.8698"
"2020-11-16","16 Nov 2020","4.8728"
"2020-11-17","17 Nov 2020","4.8720"
"2020-11-18","18 Nov 2020","4.8730"
"2020-11-19","19 Nov 2020","4.8732"
"2020-11-20","20 Nov 2020","4.8735"
"2020-11-23","23 Nov 2020","4.8740"
"2020-11-24","24 Nov 2020","4.8728"
"2020-11-25","25 Nov 2020","4.8735"
"2020-11-26","26 Nov 2020","4.8743"
"2020-11-27","27 Nov 2020","4.8736"
"2020-11-30","30 Nov 2020","4.8732"
"2020-12-01","01 Dec 2020","4.8710"
"2020-12-02","02 Dec 2020","4.8714"
"2020-12-03","03 Dec 2020","4.8730"
"2020-12-04","04 Dec 2020","4.8725"
"2020-12-07","07 Dec 2020","4.8735"
"2020-12-08","08 Dec 2020","4.8728"
"2020-12-09","09 Dec 2020","4.8685"
"2020-12-10","10 Dec 2020","4.8695"
"2020-12-11","11 Dec 2020","4.8698"
"2020-12-14","14 Dec 2020","4.8707"
"2020-12-15","15 Dec 2020","4.8688"
"2020-12-16","16 Dec 2020","4.8688"
"2020-12-17","17 Dec 2020","4.8695"
"2020-12-18","18 Dec 2020","4.8688"
"2020-12-21","21 Dec 2020","4.8603"
"2020-12-22","22 Dec 2020","4.8665"
"2020-12-23","23 Dec 2020","4.8710"
"2020-12-24","24 Dec 2020","4.8725"
"2020-12-28","28 Dec 2020","4.8745"
"2020-12-29","29 Dec 2020","4.8757"
"2020-12-30","30 Dec 2020","4.8681"
"2020-12-31","31 Dec 2020","4.8683"
"2021-01-04","04 Jan 2021","4.8713"
"2021-01-05","05 Jan 2021","4.8721"
"2021-01-06","06 Jan 2021","4.8720"
"2021-01-07","07 Jan 2021","4.8712"
"2021-01-08","08 Jan 2021","4.8708"
"2021-01-11","11 Jan 2021","4.8705"
"2021-01-12","12 Jan 2021","4.8713"
"2021-01-13","13 Jan 2021","4.8725"
"2021-01-14","14 Jan 2021","4.8738"
"2021-01-15","15 Jan 2021","4.8733"
"2021-01-18","18 Jan 2021","4.8743"
"2021-01-19","19 Jan 2021","4.8744"
"2021-01-20","20 Jan 2021","4.8738"
"2021-01-21","21 Jan 2021","4.8740"
"2021-01-22","22 Jan 2021","4.8740"
"2021-01-25","25 Jan 2021","4.8744"
"2021-01-26","26 Jan 2021","4.8748"
"2021-01-27","27 Jan 2021","4.8753"
"2021-01-28","28 Jan 2021","4.8761"
"2021-01-29","29 Jan 2021","4.8750"
"2021-02-01","01 Feb 2021","4.8735"
"2021-02-02","02 Feb 2021","4.8743"
"2021-02-03","03 Feb 2021","4.8734"
"2021-02-04","04 Feb 2021","4.8755"
"2021-02-05","05 Feb 2021","4.8747"
"2021-02-08","08 Feb 2021","4.8748"
"2021-02-09","09 Feb 2021","4.8753"
"2021-02-10","10 Feb 2021","4.8752"
"2021-02-11","11 Feb 2021","4.8745"
"2021-02-12","12 Feb 2021","4.8746"
"2021-02-15","15 Feb 2021","4.8753"
"2021-02-16","16 Feb 2021","4.8760"
"2021-02-17","17 Feb 2021","4.8750"
"2021-02-18","18 Feb 2021","4.8751"
"2021-02-19","19 Feb 2021","4.8758"
"2021-02-22","22 Feb 2021","4.8758"
"2021-02-23","23 Feb 2021","4.8760"
"2021-02-24","24 Feb 2021","4.8749"
"2021-02-25","25 Feb 2021","4.8748"
"2021-02-26","26 Feb 2021","4.8750"
"2021-03-01","01 Mar 2021","4.8749"
"2021-03-02","02 Mar 2021","4.8762"
"2021-03-03","03 Mar 2021","4.8775"
"2021-03-04","04 Mar 2021","4.8813"
"2021-03-05","05 Mar 2021","4.8813"
"2021-03-08","08 Mar 2021","4.8852"
"2021-03-09","09 Mar 2021","4.8870"
"2021-03-10","10 Mar 2021","4.8865"
"2021-03-11","11 Mar 2021","4.8840"
"2021-03-12","12 Mar 2021","4.8850"
"2021-03-15","15 Mar 2021","4.8845"
"2021-03-16","16 Mar 2021","4.8868"
"2021-03-17","17 Mar 2021","4.8874"
"2021-03-18","18 Mar 2021","4.8858"
"2021-03-19","19 Mar 2021","4.8853"
"2021-03-22","22 Mar 2021","4.8862"
"2021-03-23","23 Mar 2021","4.8893"
"2021-03-24","24 Mar 2021","4.8880"
"2021-03-25","25 Mar 2021","4.8865"
"2021-03-26","26 Mar 2021","4.8878"
"2021-03-29","29 Mar 2021","4.9025"
"2021-03-30","30 Mar 2021","4.9210"
"2021-03-31","31 Mar 2021","4.9223"
"2021-04-01","01 Apr 2021","4.9088"
"2021-04-06","06 Apr 2021","4.9175"
"2021-04-07","07 Apr 2021","4.9185"
"2021-04-08","08 Apr 2021","4.9198"
"2021-04-09","09 Apr 2021","4.9198"
"2021-04-12","12 Apr 2021","4.9203"
"2021-04-13","13 Apr 2021","4.9223"
"2021-04-14","14 Apr 2021","4.9240"
"2021-04-15","15 Apr 2021","4.9250"
"2021-04-16","16 Apr 2021","4.9263"
"2021-04-19","19 Apr 2021","4.9260"
"2021-04-20","20 Apr 2021","4.9278"
"2021-04-21","21 Apr 2021","4.9260"
"2021-04-22","22 Apr 2021","4.9274"
"2021-04-23","23 Apr 2021","4.9245"
"2021-04-26","26 Apr 2021","4.9233"
"2021-04-27","27 Apr 2021","4.9253"
"2021-04-28","28 Apr 2021","4.9288"
"2021-04-29","29 Apr 2021","4.9227"
"2021-04-30","30 Apr 2021","4.9285"
"2021-05-03","03 May 2021","4.9269"
"2021-05-04","04 May 2021","4.9275"
"2021-05-05","05 May 2021","4.9271"
"2021-05-06","06 May 2021","4.9264"
"2021-05-07","07 May 2021","4.9265"
"2021-05-10","10 May 2021","4.9248"
"2021-05-11","11 May 2021","4.9270"
"2021-05-12","12 May 2021","4.9263"
"2021-05-13","13 May 2021","4.9273"
"2021-05-14","14 May 2021","4.9259"
"2021-05-17","17 May 2021","4.9259"
"2021-05-18","18 May 2021","4.9273"
"2021-05-19","19 May 2021","4.9278"
"2021-05-20","20 May 2021","4.9278"
"2021-05-21","21 May 2021","4.9268"
"2021-05-24","24 May 2021","4.9255"
"2021-05-25","25 May 2021","4.9250"
"2021-05-26","26 May 2021","4.9180"
"2021-05-27","27 May 2021","4.9161"
"2021-05-28","28 May 2021","4.9196"
"2021-05-31","31 May 2021","4.9195"
"2021-06-01","01 Jun 2021","4.9191"
"2021-06-02","02 Jun 2021","4.9208"
"2021-06-03","03 Jun 2021","4.9220"
"2021-06-04","04 Jun 2021","4.9230"
"2021-06-07","07 Jun 2021","4.9234"
"2021-06-08","08 Jun 2021","4.9238"
"2021-06-09","09 Jun 2021","4.9248"
"2021-06-10","10 Jun 2021","4.9223"
"2021-06-11","11 Jun 2021","4.9183"
"2021-06-14","14 Jun 2021","4.9203"
"2021-06-15","15 Jun 2021","4.9243"
"2021-06-16","16 Jun 2021","4.9236"
"2021-06-17","17 Jun 2021","4.9243"
"2021-06-18","18 Jun 2021","4.9249"
"2021-06-21","21 Jun 2021","4.9237"
"2021-06-22","22 Jun 2021","4.9255"
"2021-06-23","23 Jun 2021","4.9263"
"2021-06-24","24 Jun 2021","4.9245"
"2021-06-25","25 Jun 2021","4.9263"
"2021-06-28","28 Jun 2021","4.9268"
"2021-06-29","29 Jun 2021","4.9275"
"2021-06-30","30 Jun 2021","4.9280"
"2021-07-01","01 Jul 2021","4.9275"
"2021-07-02","02 Jul 2021","4.9283"
"2021-07-05","05 Jul 2021","4.9261"
"2021-07-06","06 Jul 2021","4.9264"
"2021-07-07","07 Jul 2021","4.9268"
"2021-07-08","08 Jul 2021","4.9272"
"2021-07-09","09 Jul 2021","4.9286"
"2021-07-12","12 Jul 2021","4.9280"
"2021-07-13","13 Jul 2021","4.9276"
"2021-07-14","14 Jul 2021","4.9287"
"2021-07-15","15 Jul 2021","4.9290"
"2021-07-16","16 Jul 2021","4.9285"
"2021-07-19","19 Jul 2021","4.9268"
"2021-07-20","20 Jul 2021","4.9255"
"2021-07-21","21 Jul 2021","4.9255"
"2021-07-22","22 Jul 2021","4.9227"
"2021-07-23","23 Jul 2021","4.9227"
"2021-07-26","26 Jul 2021","4.9223"
"2021-07-27","27 Jul 2021","4.9196"
"2021-07-28","28 Jul 2021","4.9213"
"2021-07-29","29 Jul 2021","4.9215"
"2021-07-30","30 Jul 2021","4.9203"
"2021-08-02","02 Aug 2021","4.9180"
"2021-08-03","03 Aug 2021","4.9183"
"2021-08-04","04 Aug 2021","4.9185"
"2021-08-05","05 Aug 2021","4.9159"
"2021-08-06","06 Aug 2021","4.9160"
"2021-08-09","09 Aug 2021","4.9134"
"2021-08-10","10 Aug 2021","4.9160"
"2021-08-11","11 Aug 2021","4.9163"
"2021-08-12","12 Aug 2021","4.9145"
"2021-08-13","13 Aug 2021","4.9115"
"2021-08-16","16 Aug 2021","4.9138"
"2021-08-17","17 Aug 2021","4.9256"
"2021-08-18","18 Aug 2021","4.9254"
"2021-08-19","19 Aug 2021","4.9295"
"2021-08-20","20 Aug 2021","4.9344"
"2021-08-23","23 Aug 2021","4.9294"
"2021-08-24","24 Aug 2021","4.9280"
"2021-08-25","25 Aug 2021","4.9290"
"2021-08-26","26 Aug 2021","4.9318"
"2021-08-27","27 Aug 2021","4.9340"
"2021-08-30","30 Aug 2021","4.9343"
"2021-08-31","31 Aug 2021","4.9359"
"2021-09-01","01 Sep 2021","4.9346"
"2021-09-02","02 Sep 2021","4.9393"
"2021-09-03","03 Sep 2021","4.9438"
"2021-09-06","06 Sep 2021","4.9478"
"2021-09-07","07 Sep 2021","4.9506"
"2021-09-08","08 Sep 2021","4.9495"
"2021-09-09","09 Sep 2021","4.9466"
"2021-09-10","10 Sep 2021","4.9413"
"2021-09-13","13 Sep 2021","4.9453"
"2021-09-14","14 Sep 2021","4.9485"
"2021-09-15","15 Sep 2021","4.9485"
"2021-09-16","16 Sep 2021","4.9488"
"2021-09-17","17 Sep 2021","4.9488"
"2021-09-20","20 Sep 2021","4.9493"
"2021-09-21","21 Sep 2021","4.9497"
"2021-09-22","22 Sep 2021","4.9505"
"2021-09-23","23 Sep 2021","4.9503"
"2021-09-24","24 Sep 2021","4.9508"
"2021-09-27","27 Sep 2021","4.9495"
"2021-09-28","28 Sep 2021","4.9498"
"2021-09-29","29 Sep 2021","4.9460"
"2021-09-30","30 Sep 2021","4.9475"
"2021-10-01","01 Oct 2021","4.9470"
"2021-10-04","04 Oct 2021","4.9478"
"2021-10-05","05 Oct 2021","4.9477"
"2021-10-06","06 Oct 2021","4.9458"
"2021-10-07","07 Oct 2021","4.9475"
"2021-10-08","08 Oct 2021","4.9483"
"2021-10-11","11 Oct 2021","4.9493"
"2021-10-12","12 Oct 2021","4.9499"
"2021-10-13","13 Oct 2021","4.9490"
"2021-10-14","14 Oct 2021","4.9500"
"2021-10-15","15 Oct 2021","4.9465"
"2021-10-18","18 Oct 2021","4.9490"
"2021-10-19","19 Oct 2021","4.9488"
"2021-10-20","20 Oct 2021","4.9487"
"2021-10-21","21 Oct 2021","4.9467"
"2021-10-22","22 Oct 2021","4.9454"
"2021-10-25","25 Oct 2021","4.9475"
"2021-10-26","26 Oct 2021","4.9468"
"2021-10-27","27 Oct 2021","4.9484"
"2021-10-28","28 Oct 2021","4.9495"
"2021-10-29","29 Oct 2021","4.9493"
"2021-11-01","01 Nov 2021","4.9493"
"2021-11-02","02 Nov 2021","4.9500"
"2021-11-03","03 Nov 2021","4.9494"
"2021-11-04","04 Nov 2021","4.9494"
"2021-11-05","05 Nov 2021","4.9496"
"2021-11-08","08 Nov 2021","4.9491"
"2021-11-09","09 Nov 2021","4.9476"
"2021-11-10","10 Nov 2021","4.9496"
"2021-11-11","11 Nov 2021","4.9474"
"2021-11-12","12 Nov 2021","4.9488"
"2021-11-15","15 Nov 2021","4.9496"
"2021-11-16","16 Nov 2021","4.9493"
"2021-11-17","17 Nov 2021","4.9493"
"2021-11-18","18 Nov 2021","4.9497"
"2021-11-19","19 Nov 2021","4.9495"
"2021-11-22","22 Nov 2021","4.9496"
"2021-11-23","23 Nov 2021","4.9495"
"2021-11-24","24 Nov 2021","4.9493"
"2021-11-25","25 Nov 2021","4.9494"
"2021-11-26","26 Nov 2021","4.9498"
"2021-11-29","29 Nov 2021","4.9498"
"2021-11-30","30 Nov 2021","4.9510"
"2021-12-01","01 Dec 2021","4.9467"
"2021-12-02","02 Dec 2021","4.9488"
"2021-12-03","03 Dec 2021","4.9493"
"2021-12-06","06 Dec 2021","4.9462"
"2021-12-07","07 Dec 2021","4.9488"
"2021-12-08","08 Dec 2021","4.9488"
"2021-12-09","09 Dec 2021","4.9493"
"2021-12-10","10 Dec 2021","4.9494"
"2021-12-13","13 Dec 2021","4.9494"
"2021-12-14","14 Dec 2021","4.9494"
"2021-12-15","15 Dec 2021","4.9493"
"2021-12-16","16 Dec 2021","4.9498"
"2021-12-17","17 Dec 2021","4.9501"
"2021-12-20","20 Dec 2021","4.9486"
"2021-12-21","21 Dec 2021","4.9500"
"2021-12-22","22 Dec 2021","4.9503"
"2021-12-23","23 Dec 2021","4.9495"
"2021-12-24","24 Dec 2021","4.9498"
"2021-12-27","27 Dec 2021","4.9498"
"2021-12-28","28 Dec 2021","4.9500"
"2021-12-29","29 Dec 2021","4.9499"
"2021-12-30","30 Dec 2021","4.9494"
"2021-12-31","31 Dec 2021","4.9490"
"2022-01-03","03 Jan 2022","4.9483"
"2022-01-04","04 Jan 2022","4.9481"
"2022-01-05","05 Jan 2022","4.9460"
"2022-01-06","06 Jan 2022","4.9435"
"2022-01-07","07 Jan 2022","4.9451"
"2022-01-10","10 Jan 2022","4.9449"
"2022-01-11","11 Jan 2022","4.9450"
"2022-01-12","12 Jan 2022","4.9453"
"2022-01-13","13 Jan 2022","4.9440"
"2022-01-14","14 Jan 2022","4.9429"
"2022-01-17","17 Jan 2022","4.9443"
"2022-01-18","18 Jan 2022","4.9449"
"2022-01-19","19 Jan 2022","4.9449"
"2022-01-20","20 Jan 2022","4.9453"
"2022-01-21","21 Jan 2022","4.9453"
"2022-01-24","24 Jan 2022","4.9453"
"2022-01-25","25 Jan 2022","4.9448"
"2022-01-26","26 Jan 2022","4.9451"
"2022-01-27","27 Jan 2022","4.9466"
"2022-01-28","28 Jan 2022","4.9463"
"2022-01-31","31 Jan 2022","4.9475"
"2022-02-01","01 Feb 2022","4.9465"
"2022-02-02","02 Feb 2022","4.9463"
"2022-02-03","03 Feb 2022","4.9461"
"2022-02-04","04 Feb 2022","4.9466"
"2022-02-07","07 Feb 2022","4.9461"
"2022-02-08","08 Feb 2022","4.9450"
"2022-02-09","09 Feb 2022","4.9449"
"2022-02-10","10 Feb 2022","4.9451"
"2022-02-11","11 Feb 2022","4.9458"
"2022-02-14","14 Feb 2022","4.9457"
"2022-02-15","15 Feb 2022","4.9410"
"2022-02-16","16 Feb 2022","4.9436"
"2022-02-17","17 Feb 2022","4.9432"
"2022-02-18","18 Feb 2022","4.9453"
"2022-02-21","21 Feb 2022","4.9448"
"2022-02-22","22 Feb 2022","4.9464"
"2022-02-23","23 Feb 2022","4.9468"
"2022-02-24","24 Feb 2022","4.9501"
"2022-02-25","25 Feb 2022","4.9479"
"2022-02-28","28 Feb 2022","4.9484"
"2022-03-01","01 Mar 2022","4.9490"
"2022-03-02","02 Mar 2022","4.9493"
"2022-03-03","03 Mar 2022","4.9496"
"2022-03-04","04 Mar 2022","4.9495"
"2022-03-07","07 Mar 2022","4.9494"
"2022-03-08","08 Mar 2022","4.9494"
"2022-03-09","09 Mar 2022","4.9485"
"2022-03-10","10 Mar 2022","4.9491"
"2022-03-11","11 Mar 2022","4.9490"
"2022-03-14","14 Mar 2022","4.9490"
"2022-03-15","15 Mar 2022","4.9482"
"2022-03-16","16 Mar 2022","4.9473"
"2022-03-17","17 Mar 2022","4.9465"
"2022-03-18","18 Mar 2022","4.9483"
"2022-03-21","21 Mar 2022","4.9470"
"2022-03-22","22 Mar 2022","4.9463"
"2022-03-23","23 Mar 2022","4.9463"
"2022-03-24","24 Mar 2022","4.9489"
"2022-03-25","25 Mar 2022","4.9487"
"2022-03-28","28 Mar 2022","4.9483"
"2022-03-29","29 Mar 2022","4.9478"
"2022-03-30","30 Mar 2022","4.9477"
"2022-03-31","31 Mar 2022","4.9463"
"2022-04-01","01 Apr 2022","4.9452"
"2022-04-04","04 Apr 2022","4.9432"
"2022-04-05","05 Apr 2022","4.9438"
"2022-04-06","06 Apr 2022","4.9433"
"2022-04-07","07 Apr 2022","4.9419"
"2022-04-08","08 Apr 2022","4.9425"
"2022-04-11","11 Apr 2022","4.9397"
"2022-04-12","12 Apr 2022","4.9417"
"2022-04-13","13 Apr 2022","4.9415"
"2022-04-14","14 Apr 2022","4.9459"
"2022-04-19","19 Apr 2022","4.9411"
"2022-04-20","20 Apr 2022","4.9436"
"2022-04-21","21 Apr 2022","4.9450"
"2022-04-22","22 Apr 2022","4.9455"
"2022-04-25","25 Apr 2022","4.9455"
"2022-04-26","26 Apr 2022","4.9458"
"2022-04-27","27 Apr 2022","4.9480"
"2022-04-28","28 Apr 2022","4.9479"
"2022-04-29","29 Apr 2022","4.9479"
"2022-05-02","02 May 2022","4.9478"
"2022-05-03","03 May 2022","4.9475"
"2022-05-04","04 May 2022","4.9470"
"2022-05-05","05 May 2022","4.9485"
"2022-05-06","06 May 2022","4.9490"
"2022-05-09","09 May 2022","4.9467"
"2022-05-10","10 May 2022","4.9458"
"2022-05-11","11 May 2022","4.9470"
"2022-05-12","12 May 2022","4.9470"
"2022-05-13","13 May 2022","4.9455"
"2022-05-16","16 May 2022","4.9469"
"2022-05-17","17 May 2022","4.9478"
"2022-05-18","18 May 2022","4.9473"
"2022-05-19","19 May 2022","4.9474"
"2022-05-20","20 May 2022","4.9477"
"2022-05-23","23 May 2022","4.9470"
"2022-05-24","24 May 2022","4.9446"
"2022-05-25","25 May 2022","4.9416"
"2022-05-26","26 May 2022","4.9423"
"2022-05-27","27 May 2022","4.9427"
"2022-05-30","30 May 2022","4.9441"
"2022-05-31","31 May 2022","4.9408"
"2022-06-01","01 Jun 2022","4.9428"
"2022-06-02","02 Jun 2022","4.9398"
"2022-06-03","03 Jun 2022","4.9428"
"2022-06-06","06 Jun 2022","4.9424"
"2022-06-07","07 Jun 2022","4.9426"
"2022-06-08","08 Jun 2022","4.9450"
"2022-06-09","09 Jun 2022","4.9453"
"2022-06-10","10 Jun 2022","4.9442"
"2022-06-13","13 Jun 2022","4.9459"
"2022-06-14","14 Jun 2022","4.9443"
"2022-06-15","15 Jun 2022","4.9427"
"2022-06-16","16 Jun 2022","4.9443"
"2022-06-17","17 Jun 2022","4.9469"
"2022-06-20","20 Jun 2022","4.9453"
"2022-06-21","21 Jun 2022","4.9462"
"2022-06-22","22 Jun 2022","4.9467"
"2022-06-23","23 Jun 2022","4.9468"
"2022-06-24","24 Jun 2022","4.9463"
"2022-06-27","27 Jun 2022","4.9440"
"2022-06-28","28 Jun 2022","4.9443"
"2022-06-29","29 Jun 2022","4.9419"
"2022-06-30","30 Jun 2022","4.9464"
"2022-07-01","01 Jul 2022","4.9457"
"2022-07-04","04 Jul 2022","4.9440"
