"DATE","TIME PERIOD","Euro/Romanian leu (EXR.D.RON.EUR.SP00.A)"
"2001-05-22","22 May 2001","2.4799"
"2001-05-23","23 May 2001","2.4537"
"2001-05-24","24 May 2001","2.4659"
"2001-05-25","25 May 2001","2.4618"
"2001-05-28","28 May 2001","2.4640"
"2001-05-29","29 May 2001","2.4540"
"2001-05-30","30 May 2001","2.4552"
"2001-05-31","31 May 2001","2.4392"
"2001-06-01","01 Jun 2001","2.4371"
"2001-06-04","04 Jun 2001","2.4505"
"2001-06-05","05 Jun 2001","2.4375"
"2001-06-06","06 Jun 2001","2.4617"
"2001-06-07","07 Jun 2001","2.4432"
"2001-06-08","08 Jun 2001","2.4460"
"2001-06-11","11 Jun 2001","2.4555"
"2001-06-12","12 Jun 2001","2.4468"
"2001-06-13","13 Jun 2001","2.4685"
"2001-06-14","14 Jun 2001","2.4580"
"2001-06-15","15 Jun 2001","2.5058"
"2001-06-18","18 Jun 2001","2.4863"
"2001-06-19","19 Jun 2001","2.4804"
"2001-06-20","20 Jun 2001","2.4697"
"2001-06-21","21 Jun 2001","2.4852"
"2001-06-22","22 Jun 2001","2.4745"
"2001-06-25","25 Jun 2001","2.5025"
"2001-06-26","26 Jun 2001","2.5055"
"2001-06-27","27 Jun 2001","2.5115"
"2001-06-28","28 Jun 2001","2.4817"
"2001-06-29","29 Jun 2001","2.4719"
"2001-07-02","02 Jul 2001","2.4696"
"2001-07-03","03 Jul 2001","2.4790"
"2001-07-04","04 Jul 2001","2.4658"
"2001-07-05","05 Jul 2001","2.4576"
"2001-07-06","06 Jul 2001","2.4524"
"2001-07-09","09 Jul 2001","2.4723"
"2001-07-10","10 Jul 2001","2.5003"
"2001-07-11","11 Jul 2001","2.5177"
"2001-07-12","12 Jul 2001","2.5002"
"2001-07-13","13 Jul 2001","2.5000"
"2001-07-16","16 Jul 2001","2.5142"
"2001-07-17","17 Jul 2001","2.5017"
"2001-07-18","18 Jul 2001","2.5320"
"2001-07-19","19 Jul 2001","2.5690"
"2001-07-20","20 Jul 2001","2.5825"
"2001-07-23","23 Jul 2001","2.5566"
"2001-07-24","24 Jul 2001","2.5693"
"2001-07-25","25 Jul 2001","2.5940"
"2001-07-26","26 Jul 2001","2.5914"
"2001-07-27","27 Jul 2001","2.5928"
"2001-07-30","30 Jul 2001","2.5890"
"2001-07-31","31 Jul 2001","2.5927"
"2001-08-01","01 Aug 2001","2.6152"
"2001-08-02","02 Aug 2001","2.6131"
"2001-08-03","03 Aug 2001","2.6148"
"2001-08-06","06 Aug 2001","2.6159"
"2001-08-07","07 Aug 2001","2.6098"
"2001-08-08","08 Aug 2001","2.6078"
"2001-08-09","09 Aug 2001","2.6380"
"2001-08-10","10 Aug 2001","2.6623"
"2001-08-13","13 Aug 2001","2.6781"
"2001-08-14","14 Aug 2001","2.6742"
"2001-08-15","15 Aug 2001","2.7187"
"2001-08-16","16 Aug 2001","2.7253"
"2001-08-17","17 Aug 2001","2.7202"
"2001-08-20","20 Aug 2001","2.7241"
"2001-08-21","21 Aug 2001","2.7205"
"2001-08-22","22 Aug 2001","2.7453"
"2001-08-23","23 Aug 2001","2.7170"
"2001-08-24","24 Aug 2001","2.7172"
"2001-08-27","27 Aug 2001","2.7149"
"2001-08-28","28 Aug 2001","2.7027"
"2001-08-29","29 Aug 2001","2.7330"
"2001-08-30","30 Aug 2001","2.7258"
"2001-08-31","31 Aug 2001","2.7509"
"2001-09-03","03 Sep 2001","2.7258"
"2001-09-04","04 Sep 2001","2.6969"
"2001-09-05","05 Sep 2001","2.6715"
"2001-09-06","06 Sep 2001","2.6703"
"2001-09-07","07 Sep 2001","2.7014"
"2001-09-10","10 Sep 2001","2.7277"
"2001-09-11","11 Sep 2001","2.7083"
"2001-09-12","12 Sep 2001","2.7339"
"2001-09-13","13 Sep 2001","2.7386"
"2001-09-14","14 Sep 2001","2.7870"
"2001-09-17","17 Sep 2001","2.8020"
"2001-09-18","18 Sep 2001","2.8015"
"2001-09-19","19 Sep 2001","2.8015"
"2001-09-20","20 Sep 2001","2.8038"
"2001-09-21","21 Sep 2001","2.7877"
"2001-09-24","24 Sep 2001","2.7807"
"2001-09-25","25 Sep 2001","2.7848"
"2001-09-26","26 Sep 2001","2.7995"
"2001-09-27","27 Sep 2001","2.8013"
"2001-09-28","28 Sep 2001","2.7876"
"2001-10-01","01 Oct 2001","2.7910"
"2001-10-02","02 Oct 2001","2.8168"
"2001-10-03","03 Oct 2001","2.8157"
"2001-10-04","04 Oct 2001","2.7970"
"2001-10-05","05 Oct 2001","2.8133"
"2001-10-08","08 Oct 2001","2.8253"
"2001-10-09","09 Oct 2001","2.8253"
"2001-10-10","10 Oct 2001","2.8075"
"2001-10-11","11 Oct 2001","2.7893"
"2001-10-12","12 Oct 2001","2.7818"
"2001-10-15","15 Oct 2001","2.8017"
"2001-10-16","16 Oct 2001","2.7857"
"2001-10-17","17 Oct 2001","2.7773"
"2001-10-18","18 Oct 2001","2.7805"
"2001-10-19","19 Oct 2001","2.7775"
"2001-10-22","22 Oct 2001","2.7727"
"2001-10-23","23 Oct 2001","2.7490"
"2001-10-24","24 Oct 2001","2.7577"
"2001-10-25","25 Oct 2001","2.7453"
"2001-10-26","26 Oct 2001","2.7512"
"2001-10-29","29 Oct 2001","2.7767"
"2001-10-30","30 Oct 2001","2.8046"
"2001-10-31","31 Oct 2001","2.8027"
"2001-11-01","01 Nov 2001","2.8232"
"2001-11-02","02 Nov 2001","2.8115"
"2001-11-05","05 Nov 2001","2.7855"
"2001-11-06","06 Nov 2001","2.7878"
"2001-11-07","07 Nov 2001","2.8013"
"2001-11-08","08 Nov 2001","2.7957"
"2001-11-09","09 Nov 2001","2.7808"
"2001-11-12","12 Nov 2001","2.7870"
"2001-11-13","13 Nov 2001","2.7648"
"2001-11-14","14 Nov 2001","2.7523"
"2001-11-15","15 Nov 2001","2.7652"
"2001-11-16","16 Nov 2001","2.7733"
"2001-11-19","19 Nov 2001","2.7555"
"2001-11-20","20 Nov 2001","2.7692"
"2001-11-21","21 Nov 2001","2.7593"
"2001-11-22","22 Nov 2001","2.7567"
"2001-11-23","23 Nov 2001","2.7617"
"2001-11-26","26 Nov 2001","2.7725"
"2001-11-27","27 Nov 2001","2.7650"
"2001-11-28","28 Nov 2001","2.7798"
"2001-11-29","29 Nov 2001","2.8003"
"2001-11-30","30 Nov 2001","2.8050"
"2001-12-03","03 Dec 2001","2.8157"
"2001-12-04","04 Dec 2001","2.8090"
"2001-12-05","05 Dec 2001","2.8140"
"2001-12-06","06 Dec 2001","2.8093"
"2001-12-07","07 Dec 2001","2.8260"
"2001-12-10","10 Dec 2001","2.8170"
"2001-12-11","11 Dec 2001","2.8278"
"2001-12-12","12 Dec 2001","2.8300"
"2001-12-13","13 Dec 2001","2.8400"
"2001-12-14","14 Dec 2001","2.8500"
"2001-12-17","17 Dec 2001","2.8532"
"2001-12-18","18 Dec 2001","2.8313"
"2001-12-19","19 Dec 2001","2.8111"
"2001-12-20","20 Dec 2001","2.8208"
"2001-12-21","21 Dec 2001","2.8024"
"2001-12-24","24 Dec 2001","2.7600"
"2001-12-27","27 Dec 2001","2.7712"
"2001-12-28","28 Dec 2001","2.7817"
"2002-01-02","02 Jan 2002","2.8687"
"2002-01-03","03 Jan 2002","2.8843"
"2002-01-04","04 Jan 2002","2.8717"
"2002-01-07","07 Jan 2002","2.8800"
"2002-01-08","08 Jan 2002","2.8588"
"2002-01-09","09 Jan 2002","2.8573"
"2002-01-10","10 Jan 2002","2.8647"
"2002-01-11","11 Jan 2002","2.8930"
"2002-01-14","14 Jan 2002","2.8570"
"2002-01-15","15 Jan 2002","2.8637"
"2002-01-16","16 Jan 2002","2.8300"
"2002-01-17","17 Jan 2002","2.8518"
"2002-01-18","18 Jan 2002","2.8227"
"2002-01-21","21 Jan 2002","2.8408"
"2002-01-22","22 Jan 2002","2.8232"
"2002-01-23","23 Jan 2002","2.8135"
"2002-01-24","24 Jan 2002","2.7874"
"2002-01-25","25 Jan 2002","2.7508"
"2002-01-28","28 Jan 2002","2.7386"
"2002-01-29","29 Jan 2002","2.7798"
"2002-01-30","30 Jan 2002","2.7883"
"2002-01-31","31 Jan 2002","2.7750"
"2002-02-01","01 Feb 2002","2.7700"
"2002-02-04","04 Feb 2002","2.7797"
"2002-02-05","05 Feb 2002","2.7952"
"2002-02-06","06 Feb 2002","2.7775"
"2002-02-07","07 Feb 2002","2.7790"
"2002-02-08","08 Feb 2002","2.8055"
"2002-02-11","11 Feb 2002","2.8207"
"2002-02-12","12 Feb 2002","2.8100"
"2002-02-13","13 Feb 2002","2.8000"
"2002-02-14","14 Feb 2002","2.7907"
"2002-02-15","15 Feb 2002","2.7938"
"2002-02-18","18 Feb 2002","2.8008"
"2002-02-19","19 Feb 2002","2.7920"
"2002-02-20","20 Feb 2002","2.8213"
"2002-02-21","21 Feb 2002","2.8252"
"2002-02-22","22 Feb 2002","2.8348"
"2002-02-25","25 Feb 2002","2.8262"
"2002-02-26","26 Feb 2002","2.8075"
"2002-02-27","27 Feb 2002","2.8123"
"2002-02-28","28 Feb 2002","2.8197"
"2002-03-01","01 Mar 2002","2.8300"
"2002-03-04","04 Mar 2002","2.8178"
"2002-03-05","05 Mar 2002","2.8294"
"2002-03-06","06 Mar 2002","2.8401"
"2002-03-07","07 Mar 2002","2.8612"
"2002-03-08","08 Mar 2002","2.8730"
"2002-03-11","11 Mar 2002","2.8577"
"2002-03-12","12 Mar 2002","2.8547"
"2002-03-13","13 Mar 2002","2.8547"
"2002-03-14","14 Mar 2002","2.8832"
"2002-03-15","15 Mar 2002","2.8941"
"2002-03-18","18 Mar 2002","2.8706"
"2002-03-19","19 Mar 2002","2.8867"
"2002-03-20","20 Mar 2002","2.8834"
"2002-03-21","21 Mar 2002","2.9040"
"2002-03-22","22 Mar 2002","2.9047"
"2002-03-25","25 Mar 2002","2.8930"
"2002-03-26","26 Mar 2002","2.8780"
"2002-03-27","27 Mar 2002","2.8760"
"2002-03-28","28 Mar 2002","2.8751"
"2002-04-02","02 Apr 2002","2.8873"
"2002-04-03","03 Apr 2002","2.8862"
"2002-04-04","04 Apr 2002","2.8985"
"2002-04-05","05 Apr 2002","2.9000"
"2002-04-08","08 Apr 2002","2.8870"
"2002-04-09","09 Apr 2002","2.8846"
"2002-04-10","10 Apr 2002","2.8964"
"2002-04-11","11 Apr 2002","2.8968"
"2002-04-12","12 Apr 2002","2.8990"
"2002-04-15","15 Apr 2002","2.9095"
"2002-04-16","16 Apr 2002","2.9122"
"2002-04-17","17 Apr 2002","2.9402"
"2002-04-18","18 Apr 2002","2.9462"
"2002-04-19","19 Apr 2002","2.9492"
"2002-04-22","22 Apr 2002","2.9617"
"2002-04-23","23 Apr 2002","2.9575"
"2002-04-24","24 Apr 2002","2.9632"
"2002-04-25","25 Apr 2002","2.9900"
"2002-04-26","26 Apr 2002","2.9940"
"2002-04-29","29 Apr 2002","3.0183"
"2002-04-30","30 Apr 2002","3.0112"
"2002-05-02","02 May 2002","3.0182"
"2002-05-03","03 May 2002","3.0342"
"2002-05-06","06 May 2002","3.0557"
"2002-05-07","07 May 2002","3.0433"
"2002-05-08","08 May 2002","3.0251"
"2002-05-09","09 May 2002","3.0260"
"2002-05-10","10 May 2002","3.0451"
"2002-05-13","13 May 2002","3.0481"
"2002-05-14","14 May 2002","3.0318"
"2002-05-15","15 May 2002","3.0276"
"2002-05-16","16 May 2002","3.0591"
"2002-05-17","17 May 2002","3.0638"
"2002-05-20","20 May 2002","3.0833"
"2002-05-21","21 May 2002","3.0884"
"2002-05-22","22 May 2002","3.1048"
"2002-05-23","23 May 2002","3.0951"
"2002-05-24","24 May 2002","3.0842"
"2002-05-27","27 May 2002","3.0862"
"2002-05-28","28 May 2002","3.1074"
"2002-05-29","29 May 2002","3.1227"
"2002-05-30","30 May 2002","3.1426"
"2002-05-31","31 May 2002","3.1447"
"2002-06-03","03 Jun 2002","3.1232"
"2002-06-04","04 Jun 2002","3.1537"
"2002-06-05","05 Jun 2002","3.1215"
"2002-06-06","06 Jun 2002","3.1309"
"2002-06-07","07 Jun 2002","3.1503"
"2002-06-10","10 Jun 2002","3.1582"
"2002-06-11","11 Jun 2002","3.1427"
"2002-06-12","12 Jun 2002","3.1510"
"2002-06-13","13 Jun 2002","3.1459"
"2002-06-14","14 Jun 2002","3.1709"
"2002-06-17","17 Jun 2002","3.1480"
"2002-06-18","18 Jun 2002","3.1743"
"2002-06-19","19 Jun 2002","3.1901"
"2002-06-20","20 Jun 2002","3.1953"
"2002-06-21","21 Jun 2002","3.2115"
"2002-06-24","24 Jun 2002","3.2588"
"2002-06-25","25 Jun 2002","3.2449"
"2002-06-26","26 Jun 2002","3.3107"
"2002-06-27","27 Jun 2002","3.2930"
"2002-06-28","28 Jun 2002","3.3408"
"2002-07-01","01 Jul 2002","3.3041"
"2002-07-02","02 Jul 2002","3.2782"
"2002-07-03","03 Jul 2002","3.2586"
"2002-07-04","04 Jul 2002","3.2499"
"2002-07-05","05 Jul 2002","3.2312"
"2002-07-08","08 Jul 2002","3.2597"
"2002-07-09","09 Jul 2002","3.2853"
"2002-07-10","10 Jul 2002","3.2660"
"2002-07-11","11 Jul 2002","3.2537"
"2002-07-12","12 Jul 2002","3.2665"
"2002-07-15","15 Jul 2002","3.3073"
"2002-07-16","16 Jul 2002","3.3447"
"2002-07-17","17 Jul 2002","3.3070"
"2002-07-18","18 Jul 2002","3.3167"
"2002-07-19","19 Jul 2002","3.3200"
"2002-07-22","22 Jul 2002","3.2990"
"2002-07-23","23 Jul 2002","3.2943"
"2002-07-24","24 Jul 2002","3.2487"
"2002-07-25","25 Jul 2002","3.2843"
"2002-07-26","26 Jul 2002","3.2715"
"2002-07-29","29 Jul 2002","3.2227"
"2002-07-30","30 Jul 2002","3.2335"
"2002-07-31","31 Jul 2002","3.2110"
"2002-08-01","01 Aug 2002","3.2130"
"2002-08-02","02 Aug 2002","3.2525"
"2002-08-05","05 Aug 2002","3.2435"
"2002-08-06","06 Aug 2002","3.2126"
"2002-08-07","07 Aug 2002","3.2100"
"2002-08-08","08 Aug 2002","3.2036"
"2002-08-09","09 Aug 2002","3.2166"
"2002-08-12","12 Aug 2002","3.2182"
"2002-08-13","13 Aug 2002","3.2308"
"2002-08-14","14 Aug 2002","3.2584"
"2002-08-15","15 Aug 2002","3.2366"
"2002-08-16","16 Aug 2002","3.2417"
"2002-08-19","19 Aug 2002","3.2212"
"2002-08-20","20 Aug 2002","3.2406"
"2002-08-21","21 Aug 2002","3.2247"
"2002-08-22","22 Aug 2002","3.2348"
"2002-08-23","23 Aug 2002","3.2200"
"2002-08-26","26 Aug 2002","3.2164"
"2002-08-27","27 Aug 2002","3.2477"
"2002-08-28","28 Aug 2002","3.2651"
"2002-08-29","29 Aug 2002","3.2788"
"2002-08-30","30 Aug 2002","3.2689"
"2002-09-02","02 Sep 2002","3.2508"
"2002-09-03","03 Sep 2002","3.2793"
"2002-09-04","04 Sep 2002","3.2872"
"2002-09-05","05 Sep 2002","3.2902"
"2002-09-06","06 Sep 2002","3.2743"
"2002-09-09","09 Sep 2002","3.2430"
"2002-09-10","10 Sep 2002","3.2315"
"2002-09-11","11 Sep 2002","3.2202"
"2002-09-12","12 Sep 2002","3.2282"
"2002-09-13","13 Sep 2002","3.2407"
"2002-09-16","16 Sep 2002","3.2063"
"2002-09-17","17 Sep 2002","3.2065"
"2002-09-18","18 Sep 2002","3.2282"
"2002-09-19","19 Sep 2002","3.2593"
"2002-09-20","20 Sep 2002","3.2700"
"2002-09-23","23 Sep 2002","3.2658"
"2002-09-24","24 Sep 2002","3.2557"
"2002-09-25","25 Sep 2002","3.2280"
"2002-09-26","26 Sep 2002","3.2384"
"2002-09-27","27 Sep 2002","3.2317"
"2002-09-30","30 Sep 2002","3.2578"
"2002-10-01","01 Oct 2002","3.2619"
"2002-10-02","02 Oct 2002","3.2555"
"2002-10-03","03 Oct 2002","3.2712"
"2002-10-04","04 Oct 2002","3.2585"
"2002-10-07","07 Oct 2002","3.2378"
"2002-10-08","08 Oct 2002","3.2358"
"2002-10-09","09 Oct 2002","3.2462"
"2002-10-10","10 Oct 2002","3.2703"
"2002-10-11","11 Oct 2002","3.2710"
"2002-10-14","14 Oct 2002","3.2710"
"2002-10-15","15 Oct 2002","3.2590"
"2002-10-16","16 Oct 2002","3.2613"
"2002-10-17","17 Oct 2002","3.2442"
"2002-10-18","18 Oct 2002","3.2415"
"2002-10-21","21 Oct 2002","3.2422"
"2002-10-22","22 Oct 2002","3.2593"
"2002-10-23","23 Oct 2002","3.2555"
"2002-10-24","24 Oct 2002","3.2523"
"2002-10-25","25 Oct 2002","3.2610"
"2002-10-28","28 Oct 2002","3.2553"
"2002-10-29","29 Oct 2002","3.2907"
"2002-10-30","30 Oct 2002","3.2865"
"2002-10-31","31 Oct 2002","3.3070"
"2002-11-01","01 Nov 2002","3.3352"
"2002-11-04","04 Nov 2002","3.3382"
"2002-11-05","05 Nov 2002","3.3642"
"2002-11-06","06 Nov 2002","3.3387"
"2002-11-07","07 Nov 2002","3.3617"
"2002-11-08","08 Nov 2002","3.3912"
"2002-11-11","11 Nov 2002","3.3916"
"2002-11-12","12 Nov 2002","3.3866"
"2002-11-13","13 Nov 2002","3.3840"
"2002-11-14","14 Nov 2002","3.3855"
"2002-11-15","15 Nov 2002","3.3639"
"2002-11-18","18 Nov 2002","3.3725"
"2002-11-19","19 Nov 2002","3.3885"
"2002-11-20","20 Nov 2002","3.3565"
"2002-11-21","21 Nov 2002","3.3666"
"2002-11-22","22 Nov 2002","3.3647"
"2002-11-25","25 Nov 2002","3.3377"
"2002-11-26","26 Nov 2002","3.3266"
"2002-11-27","27 Nov 2002","3.3265"
"2002-11-28","28 Nov 2002","3.3330"
"2002-11-29","29 Nov 2002","3.3300"
"2002-12-02","02 Dec 2002","3.3177"
"2002-12-03","03 Dec 2002","3.3465"
"2002-12-04","04 Dec 2002","3.3675"
"2002-12-05","05 Dec 2002","3.3713"
"2002-12-06","06 Dec 2002","3.3710"
"2002-12-09","09 Dec 2002","3.4013"
"2002-12-10","10 Dec 2002","3.4052"
"2002-12-11","11 Dec 2002","3.4050"
"2002-12-12","12 Dec 2002","3.4313"
"2002-12-13","13 Dec 2002","3.4520"
"2002-12-16","16 Dec 2002","3.4518"
"2002-12-17","17 Dec 2002","3.4888"
"2002-12-18","18 Dec 2002","3.4585"
"2002-12-19","19 Dec 2002","3.4430"
"2002-12-20","20 Dec 2002","3.4300"
"2002-12-23","23 Dec 2002","3.4400"
"2002-12-24","24 Dec 2002","3.4373"
"2002-12-27","27 Dec 2002","3.4785"
"2002-12-30","30 Dec 2002","3.4925"
"2002-12-31","31 Dec 2002","3.5135"
"2003-01-02","02 Jan 2003","3.5012"
"2003-01-03","03 Jan 2003","3.4773"
"2003-01-06","06 Jan 2003","3.5055"
"2003-01-07","07 Jan 2003","3.5038"
"2003-01-08","08 Jan 2003","3.4942"
"2003-01-09","09 Jan 2003","3.5385"
"2003-01-10","10 Jan 2003","3.5477"
"2003-01-13","13 Jan 2003","3.5542"
"2003-01-14","14 Jan 2003","3.5607"
"2003-01-15","15 Jan 2003","3.5410"
"2003-01-16","16 Jan 2003","3.5670"
"2003-01-17","17 Jan 2003","3.5708"
"2003-01-20","20 Jan 2003","3.5725"
"2003-01-21","21 Jan 2003","3.5603"
"2003-01-22","22 Jan 2003","3.5723"
"2003-01-23","23 Jan 2003","3.5882"
"2003-01-24","24 Jan 2003","3.5910"
"2003-01-27","27 Jan 2003","3.6028"
"2003-01-28","28 Jan 2003","3.5865"
"2003-01-29","29 Jan 2003","3.5983"
"2003-01-30","30 Jan 2003","3.5677"
"2003-01-31","31 Jan 2003","3.5848"
"2003-02-03","03 Feb 2003","3.5613"
"2003-02-04","04 Feb 2003","3.5847"
"2003-02-05","05 Feb 2003","3.5963"
"2003-02-06","06 Feb 2003","3.5690"
"2003-02-07","07 Feb 2003","3.5617"
"2003-02-10","10 Feb 2003","3.5513"
"2003-02-11","11 Feb 2003","3.5167"
"2003-02-12","12 Feb 2003","3.4955"
"2003-02-13","13 Feb 2003","3.5237"
"2003-02-14","14 Feb 2003","3.5217"
"2003-02-17","17 Feb 2003","3.5050"
"2003-02-18","18 Feb 2003","3.4950"
"2003-02-19","19 Feb 2003","3.4910"
"2003-02-20","20 Feb 2003","3.5150"
"2003-02-21","21 Feb 2003","3.5555"
"2003-02-24","24 Feb 2003","3.5213"
"2003-02-25","25 Feb 2003","3.5430"
"2003-02-26","26 Feb 2003","3.5508"
"2003-02-27","27 Feb 2003","3.5757"
"2003-02-28","28 Feb 2003","3.5717"
"2003-03-03","03 Mar 2003","3.5703"
"2003-03-04","04 Mar 2003","3.5913"
"2003-03-05","05 Mar 2003","3.6047"
"2003-03-06","06 Mar 2003","3.5965"
"2003-03-07","07 Mar 2003","3.6087"
"2003-03-10","10 Mar 2003","3.6084"
"2003-03-11","11 Mar 2003","3.6053"
"2003-03-12","12 Mar 2003","3.5878"
"2003-03-13","13 Mar 2003","3.5635"
"2003-03-14","14 Mar 2003","3.5427"
"2003-03-17","17 Mar 2003","3.5403"
"2003-03-18","18 Mar 2003","3.5427"
"2003-03-19","19 Mar 2003","3.5395"
"2003-03-20","20 Mar 2003","3.5600"
"2003-03-21","21 Mar 2003","3.5785"
"2003-03-24","24 Mar 2003","3.5978"
"2003-03-25","25 Mar 2003","3.6000"
"2003-03-26","26 Mar 2003","3.5917"
"2003-03-27","27 Mar 2003","3.5940"
"2003-03-28","28 Mar 2003","3.5972"
"2003-03-31","31 Mar 2003","3.6250"
"2003-04-01","01 Apr 2003","3.6210"
"2003-04-02","02 Apr 2003","3.6275"
"2003-04-03","03 Apr 2003","3.6310"
"2003-04-04","04 Apr 2003","3.6430"
"2003-04-07","07 Apr 2003","3.6320"
"2003-04-08","08 Apr 2003","3.6437"
"2003-04-09","09 Apr 2003","3.6535"
"2003-04-10","10 Apr 2003","3.6650"
"2003-04-11","11 Apr 2003","3.6585"
"2003-04-14","14 Apr 2003","3.6630"
"2003-04-15","15 Apr 2003","3.6560"
"2003-04-16","16 Apr 2003","3.6670"
"2003-04-17","17 Apr 2003","3.6843"
"2003-04-22","22 Apr 2003","3.6737"
"2003-04-23","23 Apr 2003","3.6557"
"2003-04-24","24 Apr 2003","3.6635"
"2003-04-25","25 Apr 2003","3.6660"
"2003-04-28","28 Apr 2003","3.6685"
"2003-04-29","29 Apr 2003","3.6640"
"2003-04-30","30 Apr 2003","3.7015"
"2003-05-02","02 May 2003","3.7310"
"2003-05-05","05 May 2003","3.7310"
"2003-05-06","06 May 2003","3.7523"
"2003-05-07","07 May 2003","3.7607"
"2003-05-08","08 May 2003","3.7560"
"2003-05-09","09 May 2003","3.7503"
"2003-05-12","12 May 2003","3.7598"
"2003-05-13","13 May 2003","3.7535"
"2003-05-14","14 May 2003","3.7518"
"2003-05-15","15 May 2003","3.7520"
"2003-05-16","16 May 2003","3.7517"
"2003-05-19","19 May 2003","3.7737"
"2003-05-20","20 May 2003","3.7687"
"2003-05-21","21 May 2003","3.7722"
"2003-05-22","22 May 2003","3.7700"
"2003-05-23","23 May 2003","3.7665"
"2003-05-26","26 May 2003","3.7703"
"2003-05-27","27 May 2003","3.7839"
"2003-05-28","28 May 2003","3.7792"
"2003-05-29","29 May 2003","3.7825"
"2003-05-30","30 May 2003","3.8107"
"2003-06-02","02 Jun 2003","3.7965"
"2003-06-03","03 Jun 2003","3.8062"
"2003-06-04","04 Jun 2003","3.7995"
"2003-06-05","05 Jun 2003","3.8000"
"2003-06-06","06 Jun 2003","3.8280"
"2003-06-09","09 Jun 2003","3.8212"
"2003-06-10","10 Jun 2003","3.8215"
"2003-06-11","11 Jun 2003","3.8230"
"2003-06-12","12 Jun 2003","3.8250"
"2003-06-13","13 Jun 2003","3.8270"
"2003-06-16","16 Jun 2003","3.8368"
"2003-06-17","17 Jun 2003","3.8285"
"2003-06-18","18 Jun 2003","3.8255"
"2003-06-19","19 Jun 2003","3.8100"
"2003-06-20","20 Jun 2003","3.8140"
"2003-06-23","23 Jun 2003","3.7910"
"2003-06-24","24 Jun 2003","3.7880"
"2003-06-25","25 Jun 2003","3.7760"
"2003-06-26","26 Jun 2003","3.7700"
"2003-06-27","27 Jun 2003","3.7700"
"2003-06-30","30 Jun 2003","3.7660"
"2003-07-01","01 Jul 2003","3.7860"
"2003-07-02","02 Jul 2003","3.7770"
"2003-07-03","03 Jul 2003","3.7625"
"2003-07-04","04 Jul 2003","3.7611"
"2003-07-07","07 Jul 2003","3.7385"
"2003-07-08","08 Jul 2003","3.7245"
"2003-07-09","09 Jul 2003","3.7211"
"2003-07-10","10 Jul 2003","3.7200"
"2003-07-11","11 Jul 2003","3.7140"
"2003-07-14","14 Jul 2003","3.6957"
"2003-07-15","15 Jul 2003","3.7034"
"2003-07-16","16 Jul 2003","3.6546"
"2003-07-17","17 Jul 2003","3.6623"
"2003-07-18","18 Jul 2003","3.6760"
"2003-07-21","21 Jul 2003","3.6750"
"2003-07-22","22 Jul 2003","3.6778"
"2003-07-23","23 Jul 2003","3.6859"
"2003-07-24","24 Jul 2003","3.7075"
"2003-07-25","25 Jul 2003","3.7120"
"2003-07-28","28 Jul 2003","3.7180"
"2003-07-29","29 Jul 2003","3.7325"
"2003-07-30","30 Jul 2003","3.7247"
"2003-07-31","31 Jul 2003","3.7114"
"2003-08-01","01 Aug 2003","3.7203"
"2003-08-04","04 Aug 2003","3.7370"
"2003-08-05","05 Aug 2003","3.7320"
"2003-08-06","06 Aug 2003","3.7390"
"2003-08-07","07 Aug 2003","3.7355"
"2003-08-08","08 Aug 2003","3.7300"
"2003-08-11","11 Aug 2003","3.7375"
"2003-08-12","12 Aug 2003","3.7280"
"2003-08-13","13 Aug 2003","3.7325"
"2003-08-14","14 Aug 2003","3.7330"
"2003-08-15","15 Aug 2003","3.7330"
"2003-08-18","18 Aug 2003","3.7190"
"2003-08-19","19 Aug 2003","3.7080"
"2003-08-20","20 Aug 2003","3.7080"
"2003-08-21","21 Aug 2003","3.7000"
"2003-08-22","22 Aug 2003","3.6900"
"2003-08-25","25 Aug 2003","3.6850"
"2003-08-26","26 Aug 2003","3.6650"
"2003-08-27","27 Aug 2003","3.6930"
"2003-08-28","28 Aug 2003","3.7020"
"2003-08-29","29 Aug 2003","3.7200"
"2003-09-01","01 Sep 2003","3.7302"
"2003-09-02","02 Sep 2003","3.7298"
"2003-09-03","03 Sep 2003","3.7283"
"2003-09-04","04 Sep 2003","3.7338"
"2003-09-05","05 Sep 2003","3.7463"
"2003-09-08","08 Sep 2003","3.7657"
"2003-09-09","09 Sep 2003","3.7679"
"2003-09-10","10 Sep 2003","3.7891"
"2003-09-11","11 Sep 2003","3.8032"
"2003-09-12","12 Sep 2003","3.7960"
"2003-09-15","15 Sep 2003","3.8100"
"2003-09-16","16 Sep 2003","3.7960"
"2003-09-17","17 Sep 2003","3.8027"
"2003-09-18","18 Sep 2003","3.8100"
"2003-09-19","19 Sep 2003","3.8127"
"2003-09-22","22 Sep 2003","3.8310"
"2003-09-23","23 Sep 2003","3.8275"
"2003-09-24","24 Sep 2003","3.8272"
"2003-09-25","25 Sep 2003","3.8220"
"2003-09-26","26 Sep 2003","3.8284"
"2003-09-29","29 Sep 2003","3.8183"
"2003-09-30","30 Sep 2003","3.8435"
"2003-10-01","01 Oct 2003","3.8430"
"2003-10-02","02 Oct 2003","3.8510"
"2003-10-03","03 Oct 2003","3.8505"
"2003-10-06","06 Oct 2003","3.8376"
"2003-10-07","07 Oct 2003","3.8602"
"2003-10-08","08 Oct 2003","3.8615"
"2003-10-09","09 Oct 2003","3.8702"
"2003-10-10","10 Oct 2003","3.8591"
